apn,recordid,busdesc,b1_per_sub_type,dba,naics,tax_code,employee_num,bus_own_type,b1_business_name,b1_address1,b1_city,b1_state,b1_zip,b1_contact_type,b1_full_address,b1_situs_city,b1_situs_state,b1_situs_zip
057 203300400,BL-000515,SOFTWARE APP/DESIGN,Professional SemiProfessional,NEUROBEHAVIORAL SYSTEMS INC,541511 - Custom Computer Programming Services,P,20,Partnership,NEUROBEHAVIORAL SYSTEMS INC,2093 ADDISON ST STE 215,BERKELEY,CA,947041151,Business Owner,15 SHATTUCK Sq,BERKELEY,CA,94704
055 183801600,BL-000519,RES. RENTAL 11 UNITS,Rental of Real Property,AU JOSEPH & LILY C,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,AU JOSEPH & LILY C,1035 SAN PABLO AVE STE 12,BERKELEY,CA,94706-2277,Business Owner,2420 DWIGHT WAY,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-000521,FROZEN FOOD DISTRIBUTOR,Wholesale Trade,SYSCO SAN FRAN INC,424420 - Packaged Frozen Food Merchant Wholesalers,W,1,Corporation,SYSCO SAN FRAN INC,251 LITTLE FALLS DR,WILMINGTON,DE,19808-1674,Business Owner,0 VARIOUS,BERKELEY,CA,94704
062 287102200,BL-000533,"RES. 1 UNIT, COMM",Rental of Real Property,SEVEN SEAS PARTNERSHIP LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,SEVEN SEAS PARTNERSHIP LLC,PO BOX 235374,ENCINITAS,CA,920235374,Business Owner,1617 SOLANO Ave,BERKELEY,CA,94707
057 203100800,BL-000536,CPA,Professional SemiProfessional,ARDING ACCOUNTANCY CORP,541211 - Offices of Certified Public Accountants,P,2,Corporation,ARDING ACCOUNTANCY CORP,2171 SHATTUCK AVE,BERKELEY,CA,94704-1371,Business Owner,2171 SHATTUCK AVE,BERKELEY,CA,94704
058 218203803,BL-000541,RES. RENTAL - 11 UNITS,Rental of Real Property,"KARBASSI, PARHAM",531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,"KARBASSI, PARHAM",5606 LA SALLE AVE,OAKLAND,CA,94611-3250,Business Owner,1715 SPRUCE St,BERKELEY,CA,94709
059 232501201,BL-000545,CERAMIC PRODUCTS - MFG,Manufacturing,KOIDE STUDIO,"327110 - Pottery, Ceramics, and Plumbing Fixture Manufacturing",M,1,Sole Ownership,KOIDE STUDIO,34 SANTA FE AVE,RICHMOND,CA,948013926,Business Owner,731 JONES St,BERKELEY,CA,94710
055 183801700,BL-000549,PSYCHOTHERAPY SERVICES,Professional SemiProfessional,DEBORAH SCOTT MFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,DEBORAH SCOTT MFT,2424 DWIGHT WAY STE 8,BERKELEY,CA,94704-2365,Business Owner,2424 DWIGHT Way,BERKELEY,CA,94704
059 228703201,BL-000551,BAKERY RETAIL & WHOLESALE,Manufacturing,ACME BREAD COMPANY,311812 - Commercial Bakeries,M,29,Corporation,ACME BREAD COMPANY,1601 SAN PABLO AVE,BERKELEY,CA,947021317,Business Owner,1601 SAN PABLO AVE,BERKELEY,CA,94702
059 226100403,BL-000555,SACRED SITES RESEARCH,Non Profit Organizations,SACRED SITES INTERNATIONAL FOUNDATION,541720 - Research and Development in the Social Sciences and Humanities,N,0,Corporation,SACRED SITES INTERNATIONAL FOUNDATION,1442 A WALNUT ST PMB 330,BERKELEY,CA,94709-1405,Business Owner,1442 WALNUT ST,BERKELEY,CA,94709
054 181100400,BL-000571,MULTI RESIDENTIAL 4 UNITS,Rental of Real Property,AGUAYO LESLIE,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,AGUAYO LESLIE,PO BOX 2648,GALLUP,NM,87305-2648,Business Owner,1825 DERBY ST,BERKELEY,CA,94703
058 217300203,BL-000574,BEAUTY SALON,Business Personal Repair Svs,MODENA SALON,812112 - Beauty Salons,B,9,Corporation,MODENA SALON,1600 SHATTUCK AVE STE 100,BERKELEY,CA,94709,Business Owner,1600 SHATTUCK Ave,BERKELEY,CA,94709
060 240402000,BL-000587,AUTO BODY REPAIR/PAINT,Business Personal Repair Svs,ALLIED BODY SHOP,"811121 - Automotive Body, Paint, and Interior Repair and Maintenance",B,4,Corporation,ALLIED BODY SHOP,1375 SAN PABLO AVE,BERKELEY,CA,94702,Business Owner,1375 SAN PABLO AVE,BERKELEY,CA,94702
057 208700300,BL-000588,MARTIAL ARTS,Non Profit Organizations,BERKELEY AIKIKAI INC,611620 - Sports and Recreation Instruction,N,1,Corporation,BERKELEY AIKIKAI INC,1812 SAN PABLO AVE,BERKELEY,CA,94702,Business Owner,1812 SAN PABLO AVE,BERKELEY,CA,94702
060 254500100,BL-000590,RESIDENTIAL HOTEL,Rental of Real Property,DOUBLETREE BY HILTONHOTEL BERKELEY MARINA,721110 - Hotels (except Casino Hotels) and Motels,L,115,LLC,DOUBLETREE BY HILTONHOTEL BERKELEY MARINA,200 MARINA BLVD,BERKELEY,CA,94710-1608,Business Owner,200 MARINA Blvd,BERKELEY,CA,94710
052 158502200,BL-000591,CAREER COACHING,Professional SemiProfessional,A PATH THAT FITS,541612 - Human Resources Consulting Services,P,1,Corporation,A PATH THAT FITS,14600 Jomark Lane,Occidental,CA,954659129,Business Owner,2118 ESSEX St,BERKELEY,CA,94705
053 158900100,BL-000592,HOMEOPATHIC CONSULTANT,Professional SemiProfessional,CURATIVE PATH LLC,621399 - Offices of All Other Miscellaneous Health Practitioners,P,0,LLC,CURATIVE PATH LLC,2901 SHATTUCK AVE,BERKELEY,CA,94705-1808,Business Owner,2901 SHATTUCK Ave,BERKELEY,CA,94705
060 242700100,BL-000608,MATH & SCIENCE TUTORING,Professional SemiProfessional,MATHENO INC,611691 - Exam Preparation and Tutoring,P,1,Corporation,MATHENO INC,1831 SOLANO AVE UNIT 8481,BERKELEY,CA,94707-5078,Business Owner,1199 ORDWAY St,BERKELEY,CA,94706
059 227100800,BL-000609,STRATEGIC CONSULTING,Professional SemiProfessional,SC JACKSON CONSULTING,541420 - Industrial Design Services,P,1,Sole Ownership,SC JACKSON CONSULTING,1516 MARTIN LUTHER KING JR WAY,BERKELEY,CA,94709-2024,Business Owner,1516 M L KING JR Way,BERKELEY,CA,94709
056 196701500,BL-000612,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,GREEN JON & MONITA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,GREEN JON & MONITA,64 MONETA WAY,SAN FRANCISCO,CA,94112,Business Owner,2019 SEVENTH St,BERKELEY,CA,94710
053 160102400,BL-000620,RES. RENTAL 3 UNITS,Rental of Real Property,AKANA CLAUDE & STEPHEN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,AKANA CLAUDE & STEPHEN,3031 HARPER ST,BERKELEY,CA,94703,Business Owner,3027 HARPER ST,BERKELEY,CA,94703
064 423500501,BL-000623,ADMIN HQ,Administrative Headquarters,DORSET CAPITAL LLC,561110 - Office Administrative Services,Q,0,LLC,DORSET CAPITAL LLC,2930 DOMINGO AVE #202,BERKELEY,CA,94705,Business Owner,2936 DOMINGO Ave,BERKELEY,CA,94705
057 209901600,BL-000624,COMERCIAL RENTAL PROPERTY,Rental of Real Property,ABRAMS D/MILLIKAN R/KENT,531110 - Lessors of Residential Buildings and Dwellings,L,4,Partnership,ABRAMS D/MILLIKAN R/KENT,1834 4TH ST,BERKELEY,CA,94710-1911,Business Owner,1811 FOURTH ST,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-000626,FIRE SPRINKLER CONTRACTOR,Construction or Contractor,ALLIED FIRE PROTECTION,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,1,Corporation,ALLIED FIRE PROTECTION,555 HIGH ST,OAKLAND,CA,94601-3905,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 217102201,BL-000627,RENTAL PROPERTY/5 UNITS,Rental of Real Property,AFONG WM C ETAL,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,AFONG WM C ETAL,955 HARRIET ST,PALO ALTO,CA,94301,Business Owner,1903 VIRGINIA ST,BERKELEY,CA,94709
053 159500200,BL-000634,MULTI RESIDENTIAL 8 UNITS,Rental of Real Property,DAVID ARNOLD REVOCABLE TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,DAVID ARNOLD REVOCABLE TRUST,2991 SHATTUCK AVE STE 304C,BERKELEY,CA,94703-1455,Business Owner,2004 EMERSON ST,BERKELEY,CA,94703
053 158900100,BL-000636,RENTAL OF OFFICES,Rental of Real Property,AMEETA PATEL,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,AMEETA PATEL,2901 SHATTUCK AVE,BERKELEY,CA,94705-1808,Business Owner,2901 SHATTUCK Ave,BERKELEY,CA,94705
053 162700600,BL-000638,RENTAL PROPERTY-4 UNITS (1 OOCC),Rental of Real Property,ROSSI JAMES,531110 - Lessors of Residential Buildings and Dwellings,L,1,Corporation,ROSSI JAMES,1255 CARRISON ST APT D,BERKELEY,CA,94702,Business Owner,1255 CARRISON St,BERKELEY,CA,94702
056 197601003,BL-000646,AUTO REPAIR,Business Personal Repair Svs,ACKERMAN'S,811111 - General Automotive Repair,B,3,Corporation,ACKERMAN'S,2220 SAN PABLO AVE,BERKELEY,CA,94702,Business Owner,2220 SAN PABLO AVE,BERKELEY,CA,94702
055 185305100,BL-000651,"ART, DESIGN, WRITING",Professional SemiProfessional,ALFRED TWU,541490 - Other Specialized Design Services,P,0,Sole Ownership,ALFRED TWU,2415 PROSPECT ST,BERKELEY,CA,947042508,Business Owner,2415 PROSPECT St,BERKELEY,CA,94704
057 206701400,BL-000662,MULTI RESIDENTIAL 3 UNITS,Rental of Real Property,AZIMI PARVIN & HOSSEIN,531110 - Lessors of Residential Buildings and Dwellings,L,2,Partnership,AZIMI PARVIN & HOSSEIN,PO BOX 223219,CARMEL,CA,93922,Business Owner,1511 HEARST AVE,BERKELEY,CA,94703
052 157601100,BL-000670,SOMATIC EDUCATION,Professional SemiProfessional,SUNSTEIN SARA,"621340 - Offices of Physical, Occupational and Speech Therapists, and Audiologists",P,1,Sole Ownership,SUNSTEIN SARA,PO BOX 6533,ALBANY,CA,94706,Business Owner,2315 PRINCE St,BERKELEY,CA,94705
055 189700501,BL-000673,OFFICE OF RADIOLOGY,Professional SemiProfessional,BAY IMAGING CONSULTANTS INC,621111 - Offices of Physicians (except Mental Health Specialists),P,1,Corporation,BAY IMAGING CONSULTANTS INC,2125 Oak Grove Rd.,Walnut Creek,CA,94598,Business Owner,2001 DWIGHT Way,BERKELEY,CA,94704
059 226101000,BL-000676,COIN OPERATED LAUNDRY,Business Personal Repair Svs,BING WONG WASH CENTER,812310 - Coin-Operated Laundries and Drycleaners,B,0,Sole Ownership,BING WONG WASH CENTER,112 GROVE ST,RICHMOND,CA,94804,Business Owner,1467 SHATTUCK Ave,BERKELEY,CA,94709
052 157401404,BL-000679,MED SERVICES,Professional SemiProfessional,BERKELEY EMERGENCY MED GROUP,621111 - Offices of Physicians (except Mental Health Specialists),P,31,Corporation,BERKELEY EMERGENCY MED GROUP,6114 La Salle Ave Box 334,Oakland,CA,94611,Business Owner,3000 COLBY ST,BERKELEY,CA,94705
057 206101000,BL-000721,RENTAL PROPERTY,Rental of Real Property,1717 UNIVERSITY ASSOCIATES,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,1717 UNIVERSITY ASSOCIATES,1717 UNIVERSITY AVE # 103,BERKELEY,CA,94703,Contact,1717 UNIVERSITY Ave,BERKELEY,CA,94703
061 257504400,BL-000725,COMMERCIAL RENTAL,Rental of Real Property,ALAMEDA ONE,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Partnership,ALAMEDA ONE,917 THE ALAMEDA,BERKELEY,CA,94707-2301,Business Owner,917 THE ALAMEDA,BERKELEY,CA,94707
059 228600104,BL-000733,PRE SCHOOL FOR DISABLED,Non Profit Organizations,ALA COSTA CENTER,611110 - Elementary and Secondary Schools,N,39,Corporation,ALA COSTA CENTER,1300 ROSE ST,BERKELEY,CA,94702,Business Owner,1300 ROSE ST,BERKELEY,CA,94702
056 199602601,BL-000771,CHILD CARE 49-CHILDREN,Business Personal Repair Svs,WOOLLY MAMMOTH CHILDCARE,624410 - Child Day Care Services,B,7,Partnership,WOOLLY MAMMOTH CHILDCARE,1333 UNIVERSITY AVE,BERKELEY,CA,94702,Business Owner,1484 UNIVERSITY Ave,BERKELEY,CA,94702
064 422300300,BL-000774,INTERIOR DESIGN RETAILER,Retail Trade,TAYLOR-BLUE DESIGN,442299 - All Other Home Furnishings Stores,R,2,Corporation,TAYLOR-BLUE DESIGN,287 ALVARADO RD,BERKELEY,CA,947052410,Business Owner,2920 DOMINGO Ave,BERKELEY,CA,94705
064 423501210,BL-000774,INTERIOR DESIGN RETAILER,Retail Trade,TAYLOR-BLUE DESIGN,442299 - All Other Home Furnishings Stores,R,2,Corporation,TAYLOR-BLUE DESIGN,287 ALVARADO RD,BERKELEY,CA,947052410,Business Owner,2920 DOMINGO Ave,BERKELEY,CA,94705
062 289901100,BL-000779,REAL PROPERTY APPRAISALS,Professional SemiProfessional,ALEXIADIS & ASSOCIATES,531320 - Offices of Real Estate Appraisers,P,3,LLC,ALEXIADIS & ASSOCIATES,1569 SOLANO AVE #515,BERKELEY,CA,94707,Business Owner,620 THE ALAMEDA,BERKELEY,CA,94707
062 289300600,BL-000779,REAL PROPERTY APPRAISALS,Professional SemiProfessional,ALEXIADIS & ASSOCIATES,531320 - Offices of Real Estate Appraisers,P,3,LLC,ALEXIADIS & ASSOCIATES,1569 SOLANO AVE #515,BERKELEY,CA,94707,Business Owner,620 THE ALAMEDA,BERKELEY,CA,94707
055 184701700,BL-000782,RES. RENTAL - 4 UNITS,Rental of Real Property,NANCY PERRY C AIN & R HEATH,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,NANCY PERRY C AIN & R HEATH,2713 PARKER ST,BERKELEY,CA,94704,Business Owner,2711 PARKER ST,BERKELEY,CA,94704
052 153700100,BL-000788,LAUNDROMAT,Business Personal Repair Svs,NEW ECONOMY LAUNDRY,812310 - Coin-Operated Laundries and Drycleaners,B,1,Sole Ownership,NEW ECONOMY LAUNDRY,3200 SACRAMENTO ST,BERKELEY,CA,947022726,Business Owner,3200 SACRAMENTO St,BERKELEY,CA,94702
053 162802101,BL-000792,FOURPLEX RENTAL PROPERTY,Rental of Real Property,1209-1215 ASHBY AVE,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,1209-1215 ASHBY AVE,2443 Fillmore St #380-6624,San Francisco,CA,94115,Business Owner,1211 ASHBY Ave,BERKELEY,CA,94702
055 184102300,BL-000804,RENTAL PROPERTY,Rental of Real Property,REGENT HOUSE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,REGENT HOUSE,15560 LOMA VISTA AVE,LOS GATOS,CA,950323633,Business Owner,2633 REGENT St,BERKELEY,CA,94704
053 167900700,BL-000810,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,BROWN ASHA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,BROWN ASHA,5333 WALDO PL,LOS ANGELES,CA,90041,Business Owner,1937 RUSSELL St,BERKELEY,CA,94703
057 206100501,BL-000814,COMMERCIAL RENTAL,Rental of Real Property,RUE-ELL ENTERPRISES INC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,10,Corporation,RUE-ELL ENTERPRISES INC,2437 DURANT AVE STE 204,BERKELEY,CA,94704-1610,Business Owner,1775 UNIVERSITY Ave,BERKELEY,CA,94703
055 187800501,BL-000817,PARKING LOT,Business Personal Repair Svs,RUE-ELL ENTERPRISES INC,812930 - Parking Lots and Garages,B,10,Corporation,RUE-ELL ENTERPRISES INC,2437 DURANT AVE STE 204,BERKELEY,CA,94704-1610,Business Owner,2437 DURANT Ave,BERKELEY,CA,94704
056 193801200,BL-000829,RENTAL PROPERTY,Rental of Real Property,DIDOMENICO FRANCISCO,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,DIDOMENICO FRANCISCO,1047 CRESTON RD,BERKELEY,CA,94708-1503,Business Owner,2326 EIGHTH St,BERKELEY,CA,94710
052 156705900,BL-000834,MANAGEMENT OF PROPERTY,Professional SemiProfessional,SWEET RENTALITY LLC,531311 - Residential Property Managers,P,0,LLC,SWEET RENTALITY LLC,PO BOX 5029,BERKELEY,CA,94705-2604,Business Owner,2717 WEBSTER St,BERKELEY,CA,94705
053 164401400,BL-000835,RENTAL PROPERTY,Rental of Real Property,SEVENTH ST PROPERTIES II,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,SEVENTH ST PROPERTIES II,1120 NYE ST STE 400,SAN RAFAEL,CA,94901-2946,Business Owner,820 HEINZ Ave,BERKELEY,CA,94710
061 260205000,BL-000836,RETAIL RENTAL PROPERTY,Rental of Real Property,DUONG VO,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,DUONG VO,5432 GEARY BLVD #203,SAN FRANCISCO,CA,41212,Business Owner,1819 SOLANO Ave,BERKELEY,CA,94707
060 247800901,BL-000837,YOGA CLASSES,Entertainment Recreation,BETSY DALEY,713940 - Fitness and Recreational Sports Centers,E,0,Sole Ownership,BETSY DALEY,100 DEL MAR AVE,BERKELEY,CA,947082023,Business Owner,100 DEL MAR Ave,BERKELEY,CA,94708
057 202400202,BL-000853,PSYCHIATRIC PRACTICE,Professional SemiProfessional,"BRADLEY ENGWALL, M.D.","621112 - Offices of Physicians, Mental Health Specialists",P,1,Sole Ownership,"BRADLEY ENGWALL, M.D.",2020 MILVIA ST STE 450,BERKELEY,CA,94704-1297,Business Owner,2020 MILVIA St,BERKELEY,CA,94704
052 152702300,BL-000854,CHILD CARE,Business Personal Repair Svs,MI MUNDO PRESCHOOL LLC,624410 - Child Day Care Services,B,4,LLC,MI MUNDO PRESCHOOL LLC,1866 ALCATRAZ AVE,BERKELEY,CA,947032715,Business Owner,1866 ALCATRAZ Ave,BERKELEY,CA,94703
058 220000700,BL-000861,HAIR SALON,Business Personal Repair Svs,SAYU HAIR SALON LLC,812112 - Beauty Salons,B,3,Sole Ownership,SAYU HAIR SALON LLC,2511 HEARST AVE STE A,BERKELEY,CA,94709-1158,Business Owner,2511 HEARST Ave,BERKELEY,CA,94709
ZZZZZZZZZZZZZ,BL-000862,STRUCTURAL ENGINEERING,Construction or Contractor,SIMPLENGI ENGINEERING,238990 - All Other Specialty Trade Contractors,C,7,Corporation,SIMPLENGI ENGINEERING,2930 DOMINGO AVE # 700,BERKELEY,CA,94705-2454,Business Owner,0 VARIOUS,BERKELEY,CA,94704
057 203001100,BL-000879,COMMERCIAL RENTAL,Rental of Real Property,GORDON J&M LIVING TRUST,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2,Sole Ownership,GORDON J&M LIVING TRUST,935 MORAGA RD STE 200,LAFAYETTE,CA,94549,Business Owner,2225 SHATTUCK Ave,BERKELEY,CA,94704
053 160000500,BL-000880,RES. RENTAL-4 UNITS,Rental of Real Property,LAM PETER P TR,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,LAM PETER P TR,804 MALDON CT,DANVILLE,CA,945062098,Business Owner,2906 M L KING JR Way,BERKELEY,CA,94703
054 171900500,BL-000897,RES. HOUSING COP,Non Profit Organizations,DERBY WALKER HOUSE COOPERATIVE,531110 - Lessors of Residential Buildings and Dwellings,N,0,Corporation,DERBY WALKER HOUSE COOPERATIVE,2116 DERBY ST,BERKELEY,CA,94705-1053,Business Owner,2116 DERBY St,BERKELEY,CA,94705
064 423600100,BL-000906,CHILD CARE,Business Personal Repair Svs,KIDS IN MOTION DAYCARE,624410 - Child Day Care Services,B,6,Sole Ownership,KIDS IN MOTION DAYCARE,479 MCAULEY ST,OAKLAND,CA,94609-1545,Business Owner,2955 CLAREMONT Ave,BERKELEY,CA,94705
053 160600100,BL-000909,TRIPLEX-U1,Rental of Real Property,KATHLEEN JAMISON,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,KATHLEEN JAMISON,4 SANDPOINT DR,RICHMOND,CA,948044524,Business Owner,1660 TYLER St,BERKELEY,CA,94703
059 225901900,BL-000914,RENTAL PROPERTY,Rental of Real Property,YAOHUA & RULHUA XI,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YAOHUA & RULHUA XI,301 CHETWOOD DR,MOUNTAIN VIEW,CA,94043-5253,Business Owner,1533 WALNUT St,BERKELEY,CA,94709
ZZZZZZZZZZZZZ,BL-000920,PLUMBING CONTRACTOR,Construction or Contractor,ASSOCIATED CONTRACTORS PLUMBIN,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,5,Corporation,ASSOCIATED CONTRACTORS PLUMBIN,2537 WILLOW STREET #3,OAKLAND,CA,94607,Business Owner,0 VARIOUS,BERKELEY,CA,94704
054 174600205,BL-000923,ARTISAN BREAD BAKERY,Retail Trade,MORELLS BREAD,445291 - Baked Goods Stores,R,0,Sole Ownership,MORELLS BREAD,2701 8TH ST # 114,BERKELEY,CA,947102603,Business Owner,2701 EIGHTH St,BERKELEY,CA,94710
054 176601300,BL-000929,DISTILLED SPIRITS,Manufacturing,MOSSWOOD DISTILLERS INC,312140 - Distilleries,M,2,Corporation,MOSSWOOD DISTILLERS INC,946 44TH ST,OAKLAND,CA,946083404,Business Owner,2619 SEVENTH St,BERKELEY,CA,94710
054 177800202,BL-000933,CHIROPRACTOR PRACTICE,Professional SemiProfessional,ANN HONIGMAN DC MPH,621310 - Offices of Chiropractors,P,0,Sole Ownership,ANN HONIGMAN DC MPH,2560 9TH ST STE 313,BERKELEY,CA,94710-2567,Business Owner,2560 NINTH St,BERKELEY,CA,94710
054 171400700,BL-000939,COMMERCIAL PROPERTY RENTAL,Rental of Real Property,ALI H IHSAN,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,ALI H IHSAN,2910 SHASTA RD,BERKELEY,CA,94708-2118,Business Owner,2718 TELEGRAPH AVE,BERKELEY,CA,94705
061 256400900,BL-000950,DESIGN CONSULTING,Professional SemiProfessional,RICK IRVING DESIGN,541490 - Other Specialized Design Services,P,1,Sole Ownership,RICK IRVING DESIGN,1066 MARIPOSA AVE,BERKELEY,CA,94707-2444,Business Owner,1066 MARIPOSA Ave,BERKELEY,CA,94707
054 170800500,BL-000953,RENTAL PROPERTY,Rental of Real Property,PARACAS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,PARACAS LLC,5529 LAWTON AVE,OAKLAND,CA,946181508,Business Owner,2737 FOREST Ave,BERKELEY,CA,94705
055 191003300,BL-000973,RENTAL PROPERTY,Rental of Real Property,LUOH DAVID & REBECCA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,LUOH DAVID & REBECCA,5776 Vicente St,Oakland,CA,94609,Business Owner,2409 JEFFERSON Ave,BERKELEY,CA,94703
053 161401800,BL-000977,AFFORDABLE RENTAL HOUSING,Non Profit Organizations,"WILLIAM BYRON RUMFORD, SR. PLAZA ASSOCIATES",531110 - Lessors of Residential Buildings and Dwellings,N,0,LLC,"WILLIAM BYRON RUMFORD, SR. PLAZA ASSOCIATES",2220 OXFORD ST,BERKELEY,CA,947041389,Business Owner,3017 STANTON St,BERKELEY,CA,94702
059 232501201,BL-000981,POTTERY,Manufacturing,BERKELEY POTTERS GUILD INC,327112,M,19,Corporation,BERKELEY POTTERS GUILD INC,731 JONES ST,BERKELEY,CA,94710,Business Owner,731 JONES ST,BERKELEY,CA,94710
054 172900100,BL-000986,THEATER CLASSES,Entertainment Recreation,OWEN WALKER,"711510 - Independent Artists, Writers, and Performers",E,0,Sole Ownership,OWEN WALKER,2728 GRANT ST,BERKELEY,CA,947032138,Business Owner,2728 GRANT St,BERKELEY,CA,94703
060 238500907,BL-000989,CRAFT BREWERY,Manufacturing,FAR WEST BREWING LLC,312120 - Breweries,M,20,LLC,FAR WEST BREWING LLC,1160 SIXTH ST,BERKELEY,CA,94710,Business Owner,1160 Sixth St,BERKELEY,CA,94710
055 189700501,BL-000992,HEALTH CARE/TREATMENT,Non Profit Organizations,LIFELONG IMMEDIATE CARE - BERKELEY,621111 - Offices of Physicians (except Mental Health Specialists),N,20,Corporation,LIFELONG IMMEDIATE CARE - BERKELEY,PO BOX 11247,BERKELEY,CA,947122247,Business Owner,2001 DWIGHT WAY,BERKELEY,CA,94704
059 226301001,BL-000994,COMMERCIAL RENTAL,Rental of Real Property,BERKELEY BAZAAR PARTNERS,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Partnership,BERKELEY BAZAAR PARTNERS,529 ALMA ST,PALO ALTO,CA,94301,Business Owner,1550 SHATTUCK Ave,BERKELEY,CA,94709
057 208102900,BL-001013,RENTAL PROPERTY,Rental of Real Property,JOHN SU HSIEH,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,JOHN SU HSIEH,1068 CRAGMONT AVE,BERKELEY,CA,94708-1434,Business Owner,1955 CHESTNUT St,BERKELEY,CA,94702
055 182102402,BL-001019,MEDICAL SUPPLIES RETAIL,Retail Trade,INDEPENDENT LIFE MEDICAL SUPPLIES,446199 - All Other Health and Personal Care Stores,R,4,Sole Ownership,INDEPENDENT LIFE MEDICAL SUPPLIES,2036 BLAKE ST,BERKELEY,CA,947042604,Business Owner,2036 BLAKE St,BERKELEY,CA,94704
055 189201102,BL-001024,MUSICAL INSTRUMENTS,Retail Trade,MUSICIAN'S MALL,451140 - Musical Instrument and Supplies Stores,R,6,Corporation,MUSICIAN'S MALL,2111 CHANNING WAY,BERKELEY,CA,947042020,Business Owner,2111 CHANNING Way,BERKELEY,CA,94704
058 218200100,BL-001026,MARKETING RESEARCH,Professional SemiProfessional,SPRINGBOARD MARKET RESEARCH,541613 - Marketing Consulting Services,P,0,Sole Ownership,SPRINGBOARD MARKET RESEARCH,524 POMONA AVE,ALBANY,CA,94706,Business Owner,2250 VIRGINIA St,BERKELEY,CA,94709
052 152902300,BL-001032,THEATER-NON PROFIT,Non Profit Organizations,BLACK REPERTORY GROUP,711110 - Theater Companies and Dinner Theaters,N,5,Corporation,BLACK REPERTORY GROUP,3201 ADELINE ST,BERKELEY,CA,94703,Business Owner,3201 ADELINE ST,BERKELEY,CA,94703
