"File Date","Status","Record Number","Record Type","Address","Description","Short Notes",
"06/30/2026","Payment Received","B2601855","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","6114 FOOTHILL BLVD, Oakland CA 94605","Voluntary Earth Quake Retrofitting",,
"06/30/2026","On Hold - Field Check Pending","B2601854","Non-Residential Building - Demolition","285 12TH ST, Oakland CA 94606","At existing recreational lot, remove existing concrete pavement, fence, sign, asphalt concrete, pole, 1-story building (480sf), stair, landing, ramp, monument well and unnecessary underground piping systems under future building area.  Demo plan included to show all on-site and off-site work being completed. PLN16133 PER CUP During nesting season (2/1-8/15) biostudy re: nesting birds must be performed within 7 days prior or construction by qualified biologist; see PLN approval",,
"06/30/2026","Payment Received","OB2600794","Obstruction","3668 LAUREL AVE, Oakland CA 94602","PG&E PM:35068306-3B- Loc # 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, & 83. Tree trimming required. Replace 18 poles, 6 transformers, and oh services. Install 2 transformers, Replace primary, secondary & associated equipment. See drawings for more details. Related Permit: X2501219 and X2600174.Reserve 11 (275') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.3622 to 3668 LAUREL AVE",,
"06/30/2026","Permit Issued","OB2600793","Obstruction","2970 SUMMIT ST, Oakland CA 94609","Reserve 10(250') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.Block 55'x2' portion of s/w with boom lift. Leave 5.5’ clear for pedestrian access, except as otherwise noted on TCP/X permit. No impact on traffic lane or parking, except as noted except as noted on TCP/X permit. Ensure that environmental controls are in place to prevent dust/debris/waste water from contaminating environment.",,
"06/30/2026","On Hold - Field Check Pending","RB2601853","Residential Building - Demolition","2802 BARTLETT ST, OAKLAND CA 94602","Demolish entire 210SF detached garage at rear for carport and ADU. Unimportant wood structure built unknown year. Related RBC2501447",,
"06/30/2026","On Hold - Field Check Pending","RBC2601852","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","3221 61ST AVE, Oakland CA 94605 United States","Fire damage removal. To abate CE2602652 at Single family dwelling. Removal of damaged materials only.  Separate permit for repairs and replacement. No M-E-P included. Paint included.*following update per field check inspection on 7-2-26*-no mechanical electrical or plumbing will be removed or altered. No framing will be removed. Only lath/plaster, flooring, and wall coverings. Scope of work is to bring home down to studs and rough MEPs. No exterior work.",,
"06/30/2026","Void","OB2600792","Obstruction","2970 SUMMIT ST, Oakland CA 94609","Reserve 10(250') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.Block 55'x2' portion of s/w with boom lift. Leave 5.5’ clear for pedestrian access, except as otherwise noted on TCP/X permit. No impact on traffic lane or parking, except as noted except as noted on TCP/X permit. Ensure that environmental controls are in place to prevent dust/debris/waste water from contaminating environment.",,
"06/30/2026","Permit Issued","OB2600791","Obstruction","1700 JEFFERSON ST, OAKLAND CA 94612","Reserve 1 METERED & 4 (100') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.Block 50'x10' portion of s/w. Leave 5.5’ clear for pedestrian access, except as otherwise noted on TCP/X permit. Ensure that environmental controls are in place to prevent dust/debris/waste water from contaminating environment.Comply with all terms, conditions, and restrictions stated in the Traffic Control Plan. Any/all changes need prior written approval. Provide the original Traffic Control Plan at each renewal.TSD-26-0035, 03/17/2026: TCP GOOD FOR 03/23/26, 7:30 AM-5:30 PMTSD-26-0035a, 04/09/2026: TCP GOOD FOR 05/01/26, 7:30 AM-5:30 PMTSD-26-0035b, 04/24/2026: TCP GOOD FOR 05/06-05/08/2026, 7:30 AM-5:30 PM (date change, NC)TSD-26-0035c, 06/30/2026: TCP GOOD FOR 07/27/26, 7:30 AM-5:30 PM",,
"06/30/2026","Permit Issued","OB2600790","Obstruction","1807 TELEGRAPH AVE, Oakland CA 94606","Reserve 4 METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed, except as noted except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.For Semi truck & tour bus parkingOBSTRUCTIONS @ 530 19th ST.",,
"06/30/2026","Scheduled Appointment","BW26001988","(BW) - Building Worksheet (Building)","428 60TH ST, Oakland CA 94609","To Revise RBC2601348: Structural revision to add / replace 4 engineered beams per SE's revised plans. No change to building footprint, floor plan, occupancy or building area",,
"06/30/2026","Permit Issued","OB2600789","Obstruction","1807 TELEGRAPH AVE, Oakland CA 94606","Reserve 6 METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed, except as noted except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.For Semi truck & tour bus parkingOBSTRUCTIONS @ 530 19th ST.",,
"06/30/2026","Permit Issued","SL2601233","(SL) - Sewer Lateral (OPW)","17 LINDA AVE, Oakland CA 94611","New sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov. USA #",,
"06/30/2026","Intake - Completed","CGS2601566","DOT - Curb Gutter Sidewalk Repair","1068 66TH ST, Oakland CA 94608","Sidewalk repair NOTE: ***BEFORE any work in Right of Way, please call 510-238-3860 forty-eight hours in advance. Applicant is subject to fine if work is started WITHOUT scheduling a pre-inspection*** Install new driveway per approved plans per City Standard. If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five-day prior notice required for work lasting five days or less in business/commercial districts: 72-hour notice in residential districts. Ten-day prior notice required for work lasting six days or more in all districts. USA# 2026062902899-000",,
"06/30/2026","Permit Issued","OB2600788","Obstruction","399 GRAND AVE, Oakland CA 94610","Golden Gate Tank Removal PM 399 Grand Ave; UGS Tank Excavation.Reserve 3 METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed, except as noted except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
"06/30/2026","On Hold","RBC2601851","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","5358 LAWTON AVE, Oakland CA 94618","Replace (1) Retrofit Window in Living Room. Same Size, Same Location. DRX260923.",,
"06/30/2026","On Hold - Field Check Pending","RB2601850","Residential Building - Demolition","820 32ND ST, Oakland CA 94608","Demo 130 sqft shed at rear of SFD.",,
"06/29/2026","Void","RBC2601843","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","1411 CENTER ST, Oakland CA","Replace 4 windows with retro-fit vinyl windows. Like-for-like replacement.",,
"06/29/2026","Permit Issued","CGS2601554","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","1428 6TH AVE, Oakland CA 94606",,,
"06/29/2026","Permit Issued","CGS2601547","DOT - Curb Gutter Sidewalk Provisional Certificate","1227 E 33RD ST, Oakland CA 94610",,,
"06/29/2026","On Hold","SE2600577","Solar Permit (For commercial projects, residential projects not eligible for SolarApp+, or owner/builder or contractor use)","1845 NORTHWOOD CT, Oakland CA 94611","INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PV SYSTEM & ESS / MAIN BREAKER DERATED TO 100A / INSTALL NEW 125A GENERATION PANEL",,
"06/29/2026","Permit Issued","RP2600818","(RP) Plumbing - 1 & 2 Unit Residential (Building)","287 SHERIDAN RD, Oakland CA 94618","Replace gas line from meter to the fireplace. Install approx 100LF of 1"". Install new 40-gallon 30AMP heat pump water heater.",,
"06/29/2026","Complete","BW26001979","(BW) - Building Worksheet (Building)","285 12TH ST, Oakland CA 94606","Grading work for a new five-story building housing 65 affordable apartments.",,
"06/29/2026","Created","BW26001981","(BW) - Building Worksheet (Building)","5811 SAN PABLO AVE, Oakland CA 94608","Repair parts of fire escape stairs",,
"06/29/2026","Inspections - In Progress","SL2601227","(SL) - Sewer Lateral (OPW)","1767 BRANDON ST, Oakland CA 94611","Install sidewalk clean-out and pressure test whole sewer lateral.",,
"06/29/2026","Pending-Document Uploaded","R2600802","(R) - ReRoof Certificate (Building)","9244 GOLF LINKS RD, Oakland CA 94605","comp to comp re roof",,
"06/29/2026","Void","RBC2601844","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","555 10TH ST, Oakland CA 94607","two like for like bathroom remodels. no structural or relocations. upgrade plumbing and electrical up to code. cosmetic work only",,
"06/29/2026","Inspections - In Progress","SL2601229","(SL) - Sewer Lateral (OPW)","8071 PHAETON DR, Oakland CA 94605","Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.",,
